Model,TP,FN,FP,TN
M4-A1-B3-C4,385,615,248,752
M9-A3-B8-C2,771,229,116,884
M12-A8-B10-C11,910,90,819,181
M6-A9-B3-C11,819,181,393,607
M9-A4-B3-C6,917,83,842,158
M7-A10-B9-C4,699,301,46,954
M12-A6-B8-C6,744,256,523,477
M3-A11-B10-C9,153,847,125,875
M12-A6-B3-C6,654,346,467,533
M13-A10-B10-C1,874,126,520,480
M13-A7-B9-C6,993,7,821,179
M1-A9-B6-C11,844,156,715,285
M7-A7-B6-C3,987,13,908,92
M12-A7-B9-C3,963,37,929,71
M5-A1-B7-C12,481,519,228,772
M10-A5-B2-C3,905,95,504,496
M1-A10-B8-C5,702,298,95,905
M8-A4-B4-C1,965,35,963,37
M13-A6-B11-C9,906,94,317,683
M5-A5-B1-C3,744,256,489,511
M2-A11-B5-C2,644,356,465,535
M3-A1-B5-C3,885,115,830,170
M9-A5-B1-C8,690,310,2,998
M8-A10-B10-C10,315,685,296,704
M9-A3-B3-C9,442,558,255,745
M6-A11-B6-C9,786,214,780,220
M7-A9-B2-C2,972,28,817,183
M9-A2-B7-C10,869,131,853,147
M1-A2-B8-C12,555,445,332,668
M8-A9-B10-C11,675,325,492,508
M2-A6-B8-C8,329,671,155,845
M4-A8-B7-C6,312,688,310,690
M2-A6-B4-C2,845,155,820,180
M13-A6-B11-C8,496,504,8,992
M2-A10-B3-C10,774,226,376,624
M6-A9-B11-C8,922,78,732,268
M9-A10-B6-C3,563,437,45,955
M13-A2-B7-C6,908,92,596,404
M2-A6-B8-C4,896,104,827,173
M9-A11-B6-C12,562,438,280,720
M7-A10-B9-C5,934,66,727,273
M9-A5-B10-C6,640,360,595,405
M7-A5-B4-C2,788,212,429,571
M7-A2-B9-C9,958,42,884,116
M1-A9-B1-C5,892,108,290,710
M4-A4-B1-C1,281,719,179,821
M11-A2-B3-C4,754,246,634,366
M10-A7-B8-C3,963,37,904,96
M8-A5-B3-C5,897,103,384,616
M5-A9-B11-C1,452,548,272,728
M2-A8-B3-C2,622,378,524,476
M7-A4-B11-C11,996,4,924,76
M1-A11-B11-C8,879,121,187,813
M1-A2-B11-C6,996,4,984,16
M10-A4-B6-C7,840,160,224,776
M9-A11-B10-C9,247,753,27,973
M6-A4-B5-C6,964,36,203,797
M4-A6-B6-C3,194,806,11,989
M2-A6-B10-C8,850,150,606,394
M2-A9-B4-C11,582,418,334,666
M7-A3-B3-C8,999,1,997,3
M11-A4-B7-C11,689,311,113,887
M4-A5-B11-C5,957,43,707,293
M11-A9-B1-C9,917,83,821,179
M11-A8-B4-C8,375,625,257,743
M9-A3-B11-C10,471,529,448,552
M3-A7-B1-C5,788,212,752,248
M13-A2-B1-C5,945,55,288,712
M6-A1-B2-C2,924,76,877,123
M13-A7-B10-C4,946,54,884,116
M12-A3-B1-C8,548,452,207,793
M1-A4-B1-C1,949,51,718,282
M12-A5-B7-C6,926,74,882,118
M5-A8-B11-C2,159,841,151,849
M1-A11-B6-C5,184,816,63,937
M5-A11-B5-C11,971,29,918,82
M5-A4-B11-C11,356,644,128,872
M4-A4-B1-C4,965,35,960,40
M6-A4-B5-C8,299,701,296,704
M4-A1-B11-C5,991,9,926,74
M13-A6-B7-C8,638,362,389,611
M9-A1-B9-C1,865,135,826,174
M9-A11-B5-C7,914,86,779,221
M3-A3-B6-C1,718,282,419,581
M5-A6-B3-C9,831,169,674,326
M8-A4-B6-C8,987,13,877,123
M2-A9-B9-C7,953,47,927,73
M5-A11-B11-C2,938,62,308,692
M10-A11-B4-C9,834,166,90,910
M5-A10-B5-C8,672,328,174,826
M11-A4-B8-C8,448,552,257,743
M10-A3-B9-C5,751,249,743,257
M1-A9-B11-C11,989,11,980,20
M12-A11-B9-C1,991,9,975,25
M2-A4-B2-C8,610,390,572,428
M7-A7-B3-C4,841,159,468,532
M1-A4-B3-C2,779,221,443,557
M2-A5-B10-C8,959,41,908,92
M2-A11-B1-C10,592,408,221,779
M3-A6-B3-C1,856,144,758,242
M1-A10-B11-C10,786,214,772,228
M3-A9-B8-C12,798,202,783,217
M11-A6-B11-C8,995,5,631,369
M6-A5-B2-C3,593,407,507,493
M2-A7-B5-C10,410,590,112,888
M4-A4-B10-C2,744,256,737,263
M7-A1-B4-C4,884,116,693,307
M13-A6-B1-C2,446,554,356,644
M2-A8-B3-C4,669,331,185,815
M13-A3-B11-C1,804,196,470,530
M11-A5-B8-C7,480,520,390,610
M7-A6-B7-C1,942,58,861,139
M11-A1-B3-C12,572,428,390,610
M13-A8-B1-C11,969,31,672,328
M6-A11-B9-C3,722,278,422,578
M4-A10-B1-C10,977,23,817,183
M8-A2-B6-C5,158,842,4,996
M7-A4-B1-C1,515,485,198,802
M1-A4-B9-C5,525,475,226,774
M9-A1-B5-C4,954,46,941,59
M4-A6-B1-C3,828,172,508,492
M8-A6-B9-C7,811,189,363,637
M11-A11-B5-C2,528,472,494,506
M9-A3-B3-C12,871,129,330,670
M3-A11-B7-C6,999,1,873,127
M7-A10-B2-C6,880,120,588,412
M11-A7-B6-C6,682,318,599,401
M2-A7-B5-C5,884,116,833,167
M13-A11-B11-C8,481,519,441,559
M9-A5-B4-C11,594,406,592,408
M12-A3-B2-C1,800,200,263,737
M13-A11-B1-C1,841,159,270,730
M2-A7-B9-C6,419,581,418,582
M7-A5-B3-C2,884,116,467,533
M7-A9-B9-C11,898,102,799,201
M1-A6-B9-C11,923,77,883,117
M10-A4-B6-C12,839,161,704,296
M10-A7-B4-C3,742,258,487,513
M3-A3-B3-C8,976,24,676,324
M12-A7-B8-C11,384,616,369,631
M13-A3-B7-C11,895,105,551,449
M8-A2-B9-C10,755,245,676,324
M13-A8-B7-C1,496,504,145,855
M5-A1-B10-C7,681,319,256,744
M12-A3-B7-C12,999,1,998,2
M5-A6-B3-C8,666,334,322,678
M1-A7-B9-C1,800,200,700,300
M4-A9-B2-C6,949,51,944,56
M10-A7-B7-C2,741,259,598,402
M10-A10-B8-C5,918,82,622,378
M11-A10-B4-C2,854,146,797,203
M13-A4-B4-C1,769,231,447,553
M8-A9-B4-C3,686,314,271,729
M1-A5-B9-C6,963,37,253,747
M6-A6-B7-C2,810,190,729,271
M1-A5-B11-C11,983,17,958,42
M5-A11-B11-C11,934,66,933,67
M10-A5-B10-C12,479,521,211,789
M11-A8-B11-C12,978,22,958,42
M4-A2-B4-C7,822,178,277,723
M8-A7-B5-C3,591,409,267,733
M8-A2-B4-C4,750,250,598,402
M2-A7-B2-C5,426,574,87,913
M1-A4-B3-C3,930,70,793,207
M5-A8-B8-C6,181,819,153,847
M7-A6-B6-C10,749,251,681,319
M11-A6-B8-C11,978,22,847,153
M10-A11-B3-C10,918,82,365,635
M6-A7-B6-C10,900,100,767,233
M5-A6-B7-C12,472,528,70,930
M5-A9-B2-C12,841,159,819,181
M5-A11-B3-C3,697,303,388,612
M5-A9-B3-C12,962,38,952,48
M6-A3-B1-C3,930,70,204,796
M1-A10-B11-C7,536,464,524,476
M13-A8-B8-C9,596,404,93,907
M1-A10-B5-C7,926,74,912,88
M5-A8-B9-C11,753,247,738,262
M7-A9-B8-C3,998,2,997,3
M6-A6-B3-C11,795,205,175,825
M11-A6-B2-C12,619,381,478,522
M11-A8-B4-C3,968,32,773,227
M3-A11-B1-C3,994,6,875,125
M11-A8-B7-C9,789,211,180,820
M12-A7-B5-C2,989,11,315,685
M7-A11-B1-C12,758,242,160,840
M10-A11-B11-C10,331,669,325,675
M7-A8-B9-C4,806,194,618,382
M9-A10-B5-C3,723,277,398,602
M13-A6-B9-C7,959,41,92,908
M6-A3-B2-C7,863,137,105,895
M3-A10-B6-C1,796,204,636,364
M6-A2-B1-C12,851,149,437,563
M12-A3-B10-C6,758,242,590,410
M5-A8-B2-C4,202,798,46,954
M8-A10-B11-C5,781,219,473,527
M12-A2-B3-C5,482,518,382,618
M13-A2-B4-C2,929,71,272,728
M8-A6-B7-C2,963,37,387,613
M11-A2-B1-C8,298,702,144,856
M8-A5-B2-C3,544,456,69,931
M8-A8-B3-C2,984,16,948,52
M1-A6-B6-C5,825,175,136,864
M5-A5-B6-C1,639,361,417,583
M11-A5-B8-C9,584,416,147,853
M1-A8-B6-C11,957,43,556,444
M4-A1-B6-C9,813,187,370,630
M8-A3-B10-C4,923,77,276,724
M5-A7-B4-C8,664,336,205,795
M12-A3-B11-C9,966,34,874,126
M10-A4-B2-C11,598,402,524,476
M1-A6-B10-C4,941,59,862,138
M1-A8-B9-C12,840,160,525,475
M8-A3-B3-C6,607,393,483,517
M5-A3-B3-C11,990,10,952,48
M8-A9-B10-C4,942,58,915,85
M13-A1-B9-C12,535,465,202,798
M11-A6-B5-C4,950,50,6,994
M2-A9-B4-C12,530,470,527,473
M1-A1-B8-C10,906,94,699,301
M4-A1-B11-C6,770,230,693,307
M9-A3-B2-C2,731,269,465,535
M8-A1-B10-C1,991,9,737,263
M1-A8-B5-C12,530,470,138,862
M3-A10-B2-C11,999,1,896,104
M5-A6-B2-C2,843,157,475,525
M1-A9-B9-C11,993,7,908,92
M1-A2-B4-C4,804,196,269,731
M9-A6-B4-C5,688,312,146,854
M3-A4-B1-C6,153,847,138,862
M3-A11-B10-C6,612,388,504,496
M3-A7-B2-C7,916,84,689,311
M5-A1-B3-C4,338,662,75,925
M10-A6-B8-C5,845,155,125,875
M10-A4-B1-C1,917,83,916,84
M5-A11-B10-C12,865,135,470,530
M11-A10-B3-C7,566,434,444,556
M1-A6-B9-C9,465,535,121,879
M2-A2-B6-C7,804,196,422,578
M3-A2-B8-C1,901,99,764,236
M11-A7-B2-C6,957,43,629,371
M5-A4-B2-C2,480,520,153,847
M11-A4-B3-C9,707,293,449,551
M7-A1-B6-C3,899,101,147,853
M11-A6-B11-C11,988,12,225,775
M5-A4-B4-C10,728,272,39,961
M4-A4-B3-C4,612,388,147,853
M7-A6-B10-C3,671,329,417,583
M11-A11-B10-C7,731,269,558,442
M6-A10-B1-C6,827,173,561,439
M10-A2-B1-C1,956,44,936,64
M9-A10-B5-C5,579,421,398,602
M7-A4-B11-C4,823,177,564,436
M5-A4-B2-C6,539,461,435,565
M10-A5-B3-C6,673,327,640,360
M2-A6-B11-C2,914,86,705,295
M9-A5-B5-C4,427,573,5,995
M4-A3-B1-C2,913,87,728,272
M10-A3-B4-C10,960,40,941,59
M3-A6-B2-C8,980,20,939,61
M7-A3-B9-C1,968,32,650,350
M1-A4-B8-C3,995,5,857,143
M10-A7-B11-C6,945,55,658,342
M12-A8-B4-C2,780,220,775,225
M5-A4-B5-C2,607,393,574,426
M3-A11-B1-C2,979,21,550,450
M2-A8-B6-C2,953,47,925,75
M4-A8-B5-C5,729,271,455,545
M13-A3-B9-C5,961,39,168,832
M11-A8-B7-C3,783,217,408,592
M11-A5-B3-C8,572,428,2,998
M3-A10-B9-C8,283,717,200,800
M4-A3-B9-C4,735,265,202,798
M10-A5-B5-C11,818,182,460,540
M9-A5-B4-C6,862,138,338,662
M5-A8-B7-C4,969,31,312,688
M2-A8-B11-C10,865,135,638,362
M7-A7-B9-C2,812,188,458,542
M4-A2-B10-C3,851,149,519,481
M3-A6-B4-C12,337,663,114,886
M1-A4-B11-C4,747,253,740,260
M3-A9-B11-C9,942,58,883,117
M5-A4-B6-C2,699,301,220,780
M1-A10-B1-C11,878,122,867,133
M3-A11-B6-C7,971,29,703,297
M1-A2-B5-C5,884,116,118,882
M5-A4-B3-C12,992,8,773,227
M7-A7-B1-C2,969,31,940,60
M5-A10-B6-C4,346,654,107,893
M5-A7-B8-C5,602,398,599,401
M5-A2-B4-C4,671,329,17,983
M6-A7-B2-C6,960,40,268,732
M1-A9-B8-C2,977,23,458,542
M1-A11-B8-C9,844,156,519,481
M1-A6-B7-C7,684,316,369,631
M1-A3-B6-C8,527,473,438,562
M5-A2-B11-C3,868,132,508,492
M3-A4-B2-C12,837,163,380,620
M13-A9-B2-C11,444,556,176,824
M10-A8-B3-C10,518,482,452,548
M4-A11-B3-C2,855,145,71,929
M12-A7-B9-C8,199,801,15,985
M6-A7-B2-C7,661,339,581,419
M5-A6-B3-C12,436,564,287,713
M5-A6-B10-C7,983,17,971,29
M5-A1-B6-C3,990,10,236,764
M12-A5-B2-C10,985,15,984,16
M5-A11-B6-C10,748,252,685,315
M8-A4-B7-C3,457,543,116,884
M3-A11-B11-C12,956,44,952,48
M5-A7-B6-C12,214,786,152,848
M11-A4-B10-C6,993,7,986,14
M1-A10-B4-C4,663,337,359,641
M13-A9-B7-C11,900,100,329,671
M5-A7-B2-C1,899,101,609,391
M13-A7-B3-C8,732,268,463,537
M4-A6-B1-C8,853,147,179,821
M8-A10-B2-C8,614,386,49,951
M1-A11-B6-C12,865,135,280,720
M12-A11-B8-C11,602,398,103,897
M6-A3-B1-C10,726,274,227,773
M10-A11-B8-C1,354,646,180,820
M1-A11-B7-C8,415,585,276,724
M1-A2-B9-C7,693,307,141,859
M10-A2-B4-C9,830,170,828,172
M13-A6-B4-C3,669,331,488,512
M10-A8-B4-C8,985,15,831,169
M5-A7-B1-C4,792,208,629,371
M3-A6-B1-C8,444,556,385,615
M11-A5-B2-C8,407,593,300,700
M12-A8-B5-C12,945,55,888,112
M13-A1-B5-C1,945,55,698,302
M10-A9-B7-C5,898,102,565,435
M2-A2-B5-C8,212,788,16,984
M12-A1-B3-C11,765,235,601,399
M1-A9-B6-C1,699,301,499,501
M4-A9-B7-C1,597,403,300,700
M11-A5-B11-C6,289,711,100,900
M9-A9-B8-C6,287,713,62,938
M4-A7-B4-C2,861,139,628,372
M10-A2-B5-C9,583,417,256,744
M4-A9-B5-C4,864,136,854,146
M7-A4-B6-C6,570,430,326,674
M13-A4-B5-C1,445,555,95,905
M9-A2-B10-C5,351,649,82,918
M7-A2-B9-C11,225,775,138,862
M10-A4-B5-C12,541,459,256,744
M2-A11-B10-C2,815,185,125,875
M4-A6-B11-C9,935,65,708,292
M2-A5-B6-C8,841,159,672,328
M9-A7-B6-C1,345,655,164,836
M2-A7-B2-C4,773,227,637,363
M6-A7-B10-C4,568,432,22,978
M10-A7-B9-C3,942,58,428,572
M4-A3-B4-C8,441,559,274,726
M11-A4-B4-C11,922,78,198,802
M9-A4-B8-C6,453,547,131,869
M8-A5-B6-C8,967,33,966,34
M1-A8-B8-C3,677,323,266,734
M3-A8-B7-C10,666,334,584,416
M9-A4-B8-C3,545,455,126,874
M12-A5-B1-C12,553,447,238,762
M1-A9-B11-C7,910,90,908,92
M13-A7-B2-C11,870,130,820,180
M10-A1-B6-C8,638,362,489,511
M9-A2-B2-C4,663,337,273,727
M9-A9-B9-C4,961,39,737,263
M13-A5-B7-C8,597,403,405,595
M13-A6-B6-C5,983,17,966,34
M2-A11-B8-C11,761,239,404,596
M13-A6-B2-C9,863,137,826,174
M2-A3-B6-C12,955,45,872,128
M9-A6-B5-C9,392,608,206,794
M12-A7-B3-C6,976,24,863,137
M10-A2-B1-C7,903,97,900,100
M9-A2-B5-C7,906,94,852,148
M3-A4-B4-C10,406,594,283,717
M2-A1-B4-C7,904,96,851,149
M13-A11-B8-C6,971,29,798,202
M5-A9-B1-C9,907,93,228,772
M7-A7-B8-C7,731,269,676,324
M13-A11-B6-C4,871,129,851,149
M3-A6-B11-C10,648,352,451,549
M4-A9-B8-C2,850,150,408,592
M6-A3-B8-C2,780,220,225,775
M12-A8-B2-C4,622,378,597,403
M7-A7-B1-C10,963,37,388,612
M8-A2-B3-C3,770,230,535,465
M7-A6-B9-C1,970,30,889,111
M4-A1-B11-C2,895,105,861,139
M10-A6-B5-C8,938,62,44,956
M7-A2-B5-C7,543,457,16,984
M7-A2-B3-C9,917,83,437,563
M5-A5-B11-C10,997,3,995,5
M11-A10-B1-C4,987,13,964,36
M6-A2-B4-C10,577,423,58,942
M5-A6-B2-C6,214,786,131,869
M3-A9-B9-C5,574,426,456,544
M3-A1-B10-C2,735,265,160,840
M5-A10-B5-C6,574,426,324,676
M2-A3-B11-C2,568,432,232,768
M13-A2-B8-C5,821,179,525,475
M8-A2-B2-C4,845,155,578,422
M11-A8-B6-C6,983,17,981,19
M7-A6-B3-C1,583,417,25,975
M13-A2-B6-C2,838,162,715,285
M7-A8-B8-C12,995,5,990,10
M7-A7-B6-C10,854,146,806,194
M6-A2-B4-C6,351,649,99,901
M10-A7-B7-C7,943,57,739,261
M5-A10-B1-C3,818,182,530,470
M6-A1-B4-C1,515,485,273,727
M11-A11-B1-C6,739,261,687,313
M2-A9-B7-C3,999,1,985,15
M13-A2-B3-C7,994,6,963,37
M10-A3-B7-C8,604,396,92,908
M2-A5-B7-C3,990,10,772,228
M7-A7-B7-C5,969,31,875,125
M11-A7-B3-C4,703,297,552,448
M10-A2-B9-C2,978,22,971,29
M13-A11-B9-C8,392,608,214,786
M4-A6-B11-C10,788,212,680,320
M7-A9-B4-C7,770,230,730,270
M12-A2-B6-C8,672,328,322,678
M10-A6-B1-C6,836,164,576,424
M5-A1-B5-C6,550,450,148,852
M8-A2-B5-C2,496,504,444,556
M9-A3-B4-C8,779,221,675,325
M3-A7-B4-C1,347,653,291,709
M8-A3-B8-C4,741,259,104,896
M4-A10-B5-C5,789,211,649,351
M8-A8-B8-C12,964,36,377,623
M13-A7-B4-C2,794,206,64,936
M12-A7-B6-C8,191,809,22,978
M11-A3-B6-C11,955,45,944,56
M13-A9-B9-C3,582,418,408,592
M10-A11-B8-C12,619,381,224,776
M9-A8-B11-C5,984,16,305,695
M2-A4-B11-C10,957,43,955,45
M1-A3-B4-C10,970,30,53,947
M12-A3-B3-C8,986,14,892,108
M8-A4-B5-C2,771,229,218,782
M3-A7-B9-C12,997,3,656,344
M2-A9-B3-C6,983,17,524,476
M3-A11-B6-C2,777,223,96,904
M3-A1-B7-C11,834,166,750,250
M1-A11-B8-C7,741,259,490,510
M9-A8-B4-C1,292,708,282,718
M8-A9-B11-C1,109,891,59,941
M10-A8-B11-C1,433,567,123,877
M1-A11-B6-C6,956,44,868,132
M12-A4-B4-C10,496,504,31,969
M3-A5-B5-C1,937,63,558,442
M11-A6-B3-C7,999,1,999,1
M3-A7-B10-C3,999,1,767,233
M7-A4-B6-C9,512,488,376,624
M10-A9-B6-C11,931,69,862,138
M10-A3-B3-C7,626,374,435,565
M4-A1-B1-C8,561,439,311,689
M5-A11-B1-C2,568,432,308,692
M8-A3-B11-C3,552,448,143,857
M8-A7-B8-C8,933,67,843,157
M9-A9-B3-C8,824,176,241,759
M1-A1-B3-C11,909,91,495,505
M6-A3-B6-C9,747,253,743,257
M7-A5-B11-C7,946,54,915,85
M13-A9-B5-C10,568,432,304,696
M3-A6-B1-C4,541,459,172,828
M6-A6-B1-C11,913,87,301,699
M13-A4-B5-C3,891,109,884,116
M8-A9-B1-C12,860,140,797,203
M4-A6-B7-C11,318,682,293,707
M1-A5-B9-C2,206,794,77,923
M12-A10-B2-C3,972,28,791,209
M13-A9-B5-C4,994,6,992,8
M12-A5-B6-C1,908,92,838,162
M11-A11-B4-C11,666,334,333,667
M2-A6-B1-C3,985,15,936,64
M7-A5-B7-C5,260,740,66,934
M5-A9-B3-C3,746,254,220,780
M4-A2-B6-C8,722,278,417,583
M3-A5-B10-C1,315,685,312,688
M6-A5-B3-C10,908,92,236,764
M13-A1-B11-C2,771,229,213,787
M9-A5-B3-C8,970,30,744,256
M3-A6-B11-C11,825,175,696,304
M7-A6-B11-C5,799,201,143,857
M9-A3-B9-C9,882,118,840,160
M3-A6-B2-C3,652,348,177,823
M9-A9-B6-C2,968,32,834,166
M5-A8-B10-C8,499,501,467,533
M6-A10-B7-C9,859,141,529,471
M10-A5-B6-C2,932,68,549,451
M4-A4-B6-C3,940,60,616,384
M3-A11-B8-C6,927,73,605,395
M13-A7-B1-C12,835,165,350,650
M1-A11-B8-C3,921,79,885,115
M2-A4-B6-C2,415,585,386,614
M10-A6-B1-C10,753,247,353,647
M1-A9-B5-C2,394,606,363,637
M13-A2-B8-C8,387,613,113,887
M6-A1-B10-C2,952,48,685,315
M13-A9-B8-C8,909,91,640,360
M6-A5-B11-C12,493,507,433,567
M7-A4-B4-C8,986,14,15,985
M4-A7-B2-C3,516,484,491,509
M11-A10-B3-C12,342,658,85,915
M2-A4-B2-C5,818,182,572,428
M13-A2-B9-C2,996,4,970,30
M11-A4-B5-C1,887,113,848,152
M10-A7-B4-C7,531,469,11,989
M7-A4-B6-C3,705,295,626,374
M11-A9-B4-C2,720,280,570,430
M1-A8-B8-C10,492,508,117,883
M8-A11-B1-C8,966,34,827,173
M6-A9-B5-C11,981,19,970,30
M12-A5-B3-C6,714,286,617,383
M6-A1-B7-C5,523,477,474,526
M6-A4-B2-C5,571,429,474,526
M12-A2-B5-C10,955,45,932,68
M7-A1-B11-C2,579,421,453,547
M9-A4-B9-C11,543,457,244,756
M4-A5-B9-C9,803,197,491,509
M6-A7-B1-C6,990,10,982,18
M12-A7-B10-C3,598,402,329,671
M7-A11-B7-C9,228,772,220,780
M13-A1-B6-C11,954,46,951,49
M13-A3-B10-C3,935,65,666,334
M9-A8-B10-C2,911,89,910,90
M12-A10-B10-C11,972,28,507,493
M7-A11-B7-C6,941,59,931,69
M8-A9-B7-C1,660,340,286,714
M6-A4-B7-C10,932,68,873,127
M9-A2-B4-C3,964,36,560,440
M1-A9-B10-C5,888,112,883,117
M13-A11-B3-C6,624,376,451,549
M10-A8-B11-C3,571,429,548,452
M5-A6-B10-C8,360,640,59,941
M10-A10-B1-C11,899,101,92,908
M9-A6-B1-C9,308,692,192,808
M10-A4-B5-C9,882,118,497,503
M10-A4-B8-C6,624,376,253,747
M9-A8-B8-C8,883,117,491,509
M3-A3-B2-C7,853,147,373,627
M2-A3-B3-C8,117,883,6,994
M5-A11-B6-C5,913,87,725,275
M12-A3-B7-C4,758,242,616,384
M11-A6-B9-C5,512,488,120,880
M1-A2-B6-C11,990,10,859,141
M4-A7-B4-C8,879,121,843,157
M7-A2-B10-C11,972,28,901,99
M6-A3-B7-C3,909,91,813,187
M6-A5-B10-C2,448,552,337,663
M4-A1-B7-C2,395,605,242,758
M10-A1-B8-C9,476,524,396,604
M1-A4-B7-C10,522,478,97,903
M2-A7-B8-C4,260,740,49,951
M6-A6-B7-C6,927,73,656,344
M1-A3-B11-C8,615,385,515,485
M3-A2-B7-C10,273,727,92,908
M12-A6-B2-C10,639,361,549,451
M13-A8-B6-C6,976,24,967,33
M8-A10-B7-C6,761,239,566,434
M7-A8-B11-C4,939,61,415,585
M11-A3-B8-C3,994,6,135,865
M4-A9-B2-C3,373,627,261,739
M11-A6-B9-C1,646,354,402,598
M10-A11-B6-C6,365,635,101,899
M2-A2-B5-C9,637,363,370,630
M2-A2-B11-C2,945,55,659,341
M11-A8-B3-C5,866,134,581,419
M3-A5-B6-C5,896,104,145,855
M11-A6-B10-C3,822,178,620,380
M12-A7-B1-C3,783,217,453,547
M9-A4-B9-C6,940,60,131,869
M12-A10-B1-C5,640,360,361,639
M2-A10-B8-C5,897,103,19,981
M10-A11-B3-C9,971,29,899,101
M13-A8-B5-C3,229,771,201,799
M2-A1-B7-C10,905,95,785,215
M8-A7-B3-C8,726,274,519,481
M12-A7-B4-C5,333,667,60,940
M12-A1-B5-C7,899,101,764,236
M2-A10-B5-C5,968,32,962,38
M12-A7-B6-C5,861,139,368,632
M8-A11-B5-C3,964,36,918,82
M2-A3-B2-C5,264,736,153,847
M5-A5-B5-C5,941,59,303,697
M5-A4-B10-C1,993,7,852,148
M3-A8-B4-C9,713,287,693,307
M9-A8-B4-C8,619,381,311,689
M12-A7-B9-C10,977,23,949,51
M2-A3-B9-C3,563,437,358,642
M5-A6-B9-C11,585,415,276,724
M9-A4-B1-C3,936,64,211,789
M6-A11-B1-C8,793,207,440,560
M7-A7-B7-C8,482,518,377,623
M5-A4-B7-C4,906,94,385,615
M10-A3-B11-C4,829,171,819,181
M3-A11-B7-C9,617,383,318,682
M13-A1-B2-C8,466,534,243,757
M4-A1-B8-C12,934,66,848,152
M7-A3-B5-C11,842,158,717,283
M4-A11-B6-C12,751,249,733,267
M6-A3-B11-C2,833,167,794,206
M10-A9-B3-C7,536,464,489,511
M3-A2-B7-C6,992,8,159,841
M2-A2-B2-C4,989,11,516,484
M13-A4-B5-C11,770,230,742,258
M11-A3-B11-C5,972,28,960,40
M1-A11-B10-C2,794,206,576,424
M3-A10-B8-C4,957,43,387,613
M2-A4-B11-C5,391,609,98,902
M6-A2-B1-C10,947,53,867,133
M10-A6-B10-C1,357,643,141,859
M7-A10-B2-C7,605,395,41,959
M3-A8-B1-C1,944,56,331,669
M6-A8-B2-C8,911,89,103,897
M1-A8-B1-C1,943,57,900,100
M3-A4-B11-C1,988,12,919,81
M8-A5-B8-C12,977,23,969,31
M5-A1-B3-C8,995,5,435,565
M10-A7-B2-C2,586,414,567,433
M11-A9-B10-C7,979,21,932,68
M5-A4-B9-C5,886,114,645,355
M11-A1-B5-C8,755,245,661,339
M8-A11-B7-C8,912,88,522,478
M10-A11-B3-C12,923,77,860,140
M10-A10-B11-C3,619,381,528,472
M9-A3-B5-C10,772,228,761,239
M2-A2-B4-C6,904,96,462,538
M4-A7-B11-C10,560,440,379,621
M13-A2-B4-C3,964,36,783,217
M13-A11-B11-C2,990,10,910,90
M5-A5-B1-C11,934,66,859,141
M7-A1-B11-C11,863,137,779,221
M6-A4-B5-C10,731,269,668,332
M13-A5-B7-C6,729,271,434,566
M8-A5-B10-C3,971,29,821,179
M5-A11-B8-C8,988,12,346,654
M11-A4-B9-C4,956,44,925,75
M3-A1-B9-C3,273,727,19,981
M11-A10-B11-C7,400,600,322,678
M1-A10-B2-C4,980,20,908,92
M12-A11-B3-C2,933,67,618,382
M5-A9-B2-C3,676,324,656,344
M1-A9-B11-C4,932,68,650,350
M9-A10-B1-C3,200,800,99,901
M9-A5-B2-C5,990,10,31,969
M3-A7-B7-C4,647,353,522,478
M5-A2-B3-C4,998,2,998,2
M1-A6-B3-C10,731,269,550,450
M5-A9-B9-C12,772,228,727,273
M5-A11-B7-C12,922,78,476,524
M10-A3-B6-C10,933,67,31,969
M6-A1-B3-C11,965,35,585,415
M4-A2-B6-C6,942,58,210,790
M7-A6-B6-C7,841,159,708,292
M13-A8-B1-C12,687,313,677,323
M10-A2-B8-C6,543,457,126,874
M3-A3-B9-C12,899,101,814,186
M11-A4-B8-C3,777,223,633,367
M2-A9-B4-C5,808,192,19,981
M2-A5-B1-C3,494,506,288,712
M1-A10-B1-C9,925,75,115,885
M12-A2-B3-C3,457,543,16,984
M13-A5-B4-C11,215,785,138,862
M1-A9-B4-C7,797,203,725,275
M7-A4-B1-C10,804,196,746,254
M2-A6-B5-C10,809,191,304,696
M2-A6-B6-C5,930,70,133,867
M11-A3-B6-C7,858,142,414,586
M1-A11-B8-C4,954,46,731,269
M1-A3-B4-C3,523,477,216,784
M8-A7-B8-C4,659,341,79,921
M2-A1-B3-C11,490,510,187,813
M2-A11-B3-C1,638,362,434,566
M1-A5-B6-C1,484,516,237,763
M3-A2-B11-C3,708,292,681,319
M6-A1-B11-C9,966,34,882,118
M12-A10-B9-C9,949,51,472,528
M4-A4-B5-C8,320,680,18,982
M4-A9-B2-C5,737,263,405,595
M13-A5-B9-C2,911,89,890,110
M3-A7-B6-C11,822,178,555,445
M4-A6-B3-C5,881,119,791,209
M9-A1-B1-C9,876,124,791,209
M7-A2-B10-C2,901,99,753,247
M9-A6-B10-C1,855,145,701,299
M3-A9-B9-C3,556,444,224,776
M4-A10-B11-C5,589,411,146,854
M8-A11-B3-C2,515,485,12,988
M11-A10-B6-C2,509,491,438,562
M2-A9-B8-C3,543,457,58,942
M10-A5-B8-C6,941,59,705,295
M3-A7-B10-C4,902,98,803,197
M3-A6-B10-C1,710,290,162,838
M8-A8-B8-C10,932,68,913,87
M4-A7-B3-C3,595,405,502,498
